-1,-1,-1,-1,-1,0.16406,0.08398,0.042,0.021,0.010498,0.00525,0.002624,0.0013122,0.0006562,0.000328,0.00016404,0.00008202,0.000041,0.0000205,0.000010252,0.000005126,0.000002562,1.28E-06,6.41E-07,3.20E-07,1.60E-07,8.01E-08,4.00E-08,2.00E-08,1.00E-08,5.01E-09,2.50E-09,1.25E-09,6.26E-10,3.13E-10,1.56E-10,7.82E-11,3.91E-11,1.96E-11,9.78E-12,4.89E-12,2.44E-12,1.22E-12,6.11E-13,3.06E-13,1.53E-13,7.64E-14
-1,-1,-1,-1,-1,-1,0.10546,0.05372,0.02686,0.013428,0.006714,0.003356,0.0016784,0.0008392,0.0004196,0.0002098,0.0001049,0.00005246,0.00002622,0.000013114,0.000006556,0.000003278,1.64E-06,8.20E-07,4.10E-07,2.05E-07,1.02E-07,5.12E-08,2.56E-08,1.28E-08,6.40E-09,3.20E-09,1.60E-09,8.00E-10,4.00E-10,2.00E-10,1.00E-10,5.00E-11,2.50E-11,1.25E-11,6.25E-12,3.13E-12,1.56E-12,7.82E-13,3.91E-13,1.95E-13,9.77E-14
-1,-1,-1,-1,-1,-1,0.13086,0.06738,0.03418,0.01709,0.008544,0.004272,0.002136,0.0010682,0.000534,0.000267,0.00013352,0.00006676,0.00003338,0.00001669,0.000008344,0.000004172,0.000002086,0.000001043,5.22E-07,2.61E-07,1.30E-07,6.52E-08,3.26E-08,1.63E-08,8.15E-09,4.07E-09,2.04E-09,1.02E-09,5.09E-10,2.55E-10,1.27E-10,6.37E-11,3.18E-11,1.59E-11,7.96E-12,3.98E-12,1.99E-12,9.95E-13,4.97E-13,2.49E-13,1.24E-13
-1,-1,-1,-1,-1,-1,0.16016,0.083,0.04248,0.02148,0.010742,0.005372,0.002686,0.0013428,0.0006714,0.0003356,0.00016784,0.00008392,0.00004196,0.00002098,0.00001049,0.000005246,0.000002622,1.31E-06,6.56E-07,3.28E-07,1.64E-07,8.20E-08,4.10E-08,2.05E-08,1.02E-08,5.12E-09,2.56E-09,1.28E-09,6.40E-10,3.20E-10,1.60E-10,8.00E-11,4.00E-11,2.00E-11,1.00E-11,5.00E-12,2.50E-12,1.25E-12,6.25E-13,3.13E-13,1.56E-13
-1,-1,-1,-1,-1,-1,0.19336,0.10156,0.05224,0.02662,0.013428,0.006714,0.003356,0.0016784,0.0008392,0.0004196,0.0002098,0.0001049,0.00005246,0.00002622,0.000013114,0.000006556,0.000003278,1.64E-06,8.20E-07,4.10E-07,2.05E-07,1.02E-07,5.12E-08,2.56E-08,1.28E-08,6.40E-09,3.20E-09,1.60E-09,8.00E-10,4.00E-10,2.00E-10,1.00E-10,5.00E-11,2.50E-11,1.25E-11,6.25E-12,3.13E-12,1.56E-12,7.82E-13,3.91E-13,1.95E-13
-1,-1,-1,-1,-1,-1,-1,0.12304,0.06396,0.03272,0.016602,0.008362,0.00418,0.00209,0.0010452,0.0005226,0.0002614,0.00013066,0.00006532,0.00003266,0.000016332,0.000008166,0.000004082,0.000002042,1.02E-06,5.10E-07,2.55E-07,1.28E-07,6.38E-08,3.19E-08,1.59E-08,7.97E-09,3.99E-09,1.99E-09,9.97E-10,4.98E-10,2.49E-10,1.25E-10,6.23E-11,3.12E-11,1.56E-11,7.79E-12,3.89E-12,1.95E-12,9.73E-13,4.87E-13,2.43E-13
-1,-1,-1,-1,-1,-1,-1,0.14746,0.07714,0.0398,0.02026,0.010254,0.005158,0.002578,0.0012894,0.0006446,0.0003224,0.00016118,0.00008058,0.0000403,0.00002014,0.000010074,0.000005036,0.000002518,1.26E-06,6.30E-07,3.15E-07,1.57E-07,7.87E-08,3.93E-08,1.97E-08,9.84E-09,4.92E-09,2.46E-09,1.23E-09,6.15E-10,3.07E-10,1.54E-10,7.69E-11,3.84E-11,1.92E-11,9.61E-12,4.80E-12,2.40E-12,1.20E-12,6.00E-13,3.00E-13
-1,-1,-1,-1,-1,-1,-1,0.1748,0.09228,0.04786,0.02454,0.012452,0.006286,0.003158,0.0015792,0.0007896,0.0003948,0.00019742,0.0000987,0.00004936,0.00002468,0.000012338,0.00000617,0.000003084,1.54E-06,7.71E-07,3.86E-07,1.93E-07,9.64E-08,4.82E-08,2.41E-08,1.20E-08,6.02E-09,3.01E-09,1.51E-09,7.53E-10,3.77E-10,1.88E-10,9.41E-11,4.71E-11,2.35E-11,1.18E-11,5.88E-12,2.94E-12,1.47E-12,7.35E-13,3.68E-13
-1,-1,-1,-1,-1,-1,-1,-1,0.10986,0.05738,0.02954,0.015076,0.00763,0.003846,0.0019302,0.0009652,0.0004826,0.0002412,0.00012064,0.00006032,0.00003016,0.00001508,0.00000754,0.00000377,0.000001885,9.42E-07,4.71E-07,2.36E-07,1.18E-07,5.89E-08,2.95E-08,1.47E-08,7.36E-09,3.68E-09,1.84E-09,9.20E-10,4.60E-10,2.30E-10,1.15E-10,5.75E-11,2.88E-11,1.44E-11,7.19E-12,3.60E-12,1.80E-12,8.99E-13,4.49E-13
-1,-1,-1,-1,-1,-1,-1,-1,0.1294,0.06812,0.03528,0.018066,0.009186,0.004638,0.002334,0.0011712,0.0005856,0.0002928,0.00014638,0.0000732,0.0000366,0.000018298,0.00000915,0.000004574,0.000002288,1.14E-06,5.72E-07,0.000000286,1.43E-07,7.15E-08,3.57E-08,1.79E-08,8.93E-09,4.47E-09,2.23E-09,1.12E-09,5.58E-10,2.79E-10,1.40E-10,6.98E-11,3.49E-11,1.75E-11,8.73E-12,4.36E-12,2.18E-12,1.09E-12,5.45E-13
-1,-1,-1,-1,-1,-1,-1,-1,0.15136,0.08032,0.04188,0.02154,0.010986,0.00557,0.002808,0.0014114,0.0007076,0.0003538,0.0001769,0.00008846,0.00004422,0.00002212,0.000011056,0.000005528,0.000002764,0.000001382,0.000000691,3.46E-07,1.73E-07,8.64E-08,4.32E-08,2.16E-08,1.08E-08,5.40E-09,2.70E-09,1.35E-09,6.75E-10,3.37E-10,1.69E-10,8.44E-11,4.22E-11,2.11E-11,1.05E-11,5.27E-12,2.64E-12,1.32E-12,6.59E-13
-1,-1,-1,-1,-1,-1,-1,-1,0.17626,0.09424,0.04944,0.02558,0.013092,0.006652,0.003364,0.0016938,0.0008506,0.0004262,0.0002132,0.00010658,0.00005328,0.00002664,0.000013322,0.00000666,0.00000333,1.67E-06,8.33E-07,4.16E-07,2.08E-07,1.04E-07,5.20E-08,2.60E-08,1.30E-08,6.50E-09,3.25E-09,1.63E-09,8.13E-10,4.07E-10,2.03E-10,1.02E-10,5.08E-11,2.54E-11,1.27E-11,6.35E-12,3.18E-12,1.59E-12,7.94E-13
-1,-1,-1,-1,-1,-1,-1,-1,-1,0.10986,0.05798,0.03016,0.015502,0.007904,0.004006,0.002022,0.0010166,0.0005102,0.0002556,0.0001278,0.0000639,0.00003194,0.000015974,0.000007988,0.000003994,2.00E-06,9.98E-07,4.99E-07,2.50E-07,1.25E-07,6.24E-08,3.12E-08,1.56E-08,7.80E-09,3.90E-09,1.95E-09,9.75E-10,4.87E-10,2.44E-10,1.22E-10,6.09E-11,3.05E-11,1.52E-11,7.62E-12,3.81E-12,1.90E-12,9.52E-13
